NO.,Name of health facility,Telephone number,Email Address,Street Address,Municipality,Expiry Date,Sector of health facility,Head of the facility,Region,Province
3122,Sulop Medical Clinic,082,sulop.medicalclinic@gmail.com,"PUROK-2 POBLACION,",SULOP,31/12/2025,P,"Imelda Belga-Carlos, Md",REGION XI,DAVAO DEL SUR
3123,Sunga Hospital,(82),sungahospital@yahoo.com.ph,"3991 RIZAL AVENUE, ZONE III,",DIGOS,31/12/2025,P,"Joel B. Sunga, Md",REGION XI,DAVAO DEL SUR
3124,"Theservice Care Medical Center 
Opc",(082),"SERVICECAREOFFICIAL@GMAIL.CO
M","BLDG. 3 ROOM 101-103 C. BANGOY ST.
BRGY 3A",DAVAO CITY,31/12/2027,P,"Valerie U. Lima, Md",REGION XI,DAVAO DEL SUR
3125,Ultralab X Diagnostic Center,(082),ultralabx@gmail.com,GENERAL LIM STREET ZONE 3,DIGOS,31/12/2025,P,"Eric N. Lubaton, Md",REGION XI,DAVAO DEL SUR
3126,Unicare Medical Clinic,084,unicare.umc@gmail.com,"FGR COMMERCIAL COMPLEX, COR
AGTON, DE GUZMAN ST",DAVAO CITY,31/12/2025,P,"Joseph D. Orquio, Md",REGION XI,DAVAO DEL SUR
3127,Viacrucis Infirmary,082,viacrucis.medbinugao@gmail.com,"CENTRAL 1, BINUGAO TORIL,",DAVAO CITY,31/12/2025,P,"Irene C. Viacrucis, Md",REGION XI,DAVAO DEL SUR
3128,Viacrucis Medical Hospital,(82),viacrucis.medhospital@gmail.com,"SERGIO OSMENA STREET., POBLACION
DOS,",BANSALAN,31/12/2025,P,"Victor M. Viacrucis, Md",REGION XI,DAVAO DEL SUR
3129,"Vitalab Redmark Corporation 
(Main)",822873157,vitalabmain.corp@gmail.com,"DOOR 2 & 3 MAGRICOM BLDG., KM. 5
BAJADA",DAVAO CITY,31/12/2027,P,"Edmundo J. Visitacion, Jr., Md",REGION XI,DAVAO DEL SUR
3136,Municipal Health Office Of,082,rhumalita2021@gmail.com,MANUEL PERALTA ST. POBLACION,MALITA,31/12/2026,G,"Lizelle B. Yuson, Md",REGION XI,DAVAO OCCIDENTAL
3140,"Sta. Maria Medical Clinic And 
Hospital",082,smmchstamaria@gmail.com,"AGUINALDO ST., POBLACION,",STA. MARIA,31/12/2025,P,"Lucy T. Pineda, Md",REGION XI,DAVAO OCCIDENTAL
3143,City Health Office Of Mati,(087),maticityhealthoffice@gmail.com,"MADANG, BARANGAY CENTRAL,",MATI,31/12/2025,G,"Ben Hur G. Catbagan, Jr., Md",REGION XI,DAVAO ORIENTAL
3146,"Governor Generosodavao Oriental Provincial 
Hospital -",(087),ldistricthospital@yahoo.com,"PUROK TOWNSITE, BARANGAY
POBLACION,",LUPON,31/12/2025,G,"Anna Camille T. Diez, Md",REGION XI,DAVAO ORIENTAL
3148,"Manaydavao Oriental Provincial 
Medical",087,dopmcmati1971@gmail.com,"NATIONAL HIGHWAY, BARANGAY
MATIAO,",MATI,31/12/2025,G,"Reden V. Bersaldo, Md",REGION XI,DAVAO ORIENTAL
3159,"St. Camillus Hospital Of Mati
Foundation, Incorporated",(087),schmfi@camillusmati.com,"MADANG, BRGY. CENTRAL",MATI,31/12/2025,P,"Severo N. Arnao, Jr., Md",REGION XI,DAVAO ORIENTAL
3163,"Antipas Medical Specialists 
Hospital,",064-523-0003,amshi0228@gmail.com,"NATIONAL HIGHWAY, POBLACION",ANTIPAS,31/12/2025,P,"Rodrigo A. Duarte, Jr., Md",REGION XII,NORTH COTABATO
3168,Cem Medical Specialist Hospital,(064),cem.medicalspecialist@yahoo.com,MAGSAYSAY STREET,M'LANG,31/12/2025,P,"Eugene Myra L. Castillo, Md",REGION XII,NORTH COTABATO
3169,"Community Health Service 
Cooperative",(064),mcdh_012002@yahoo.com,POBLACION 8,MIDSAYAP,31/12/2025,P,"Emily C. Dizor, Md",REGION XII,NORTH COTABATO
3170,Hospitalcotabato Provincial Hospital,(064),cotabato.prov.hospital@gmail.com,"CAPITOL COMPOUND, BRGY. AMAS",KIDAPAWAN,31/12/2025,G,"Lilian A. Roldan, Md",REGION XII,NORTH COTABATO
3172,"Deseret Surgimed Hospital, Inc.",(064),deseretsurgimed@gmail.com,"NATIONAL HIGHWAY, BRGY. KAYAGA",KABACAN,31/12/2025,P,"Siegfred Keene J. Macapas, Md",REGION XII,NORTH COTABATO
3173,"Dr. Amado B. Diaz Provincial
Foundation Hospital",(064),dadpfh@yahoo.com,"ROOSEVELT STREET, POBLACION 4",MIDSAYAP,31/12/2025,G,"Rosario Isabel P. Pader, Md",REGION XII,NORTH COTABATO
3176,"Inc.Kabacan Polymedic Cooperative
Hospital",(064),kpolymedic@yahoo.com,"NATIONAL HIGHWAY, OSIAS",KABACAN,31/12/2025,P,"Gerardo S. Estillore, Md",REGION XII,NORTH COTABATO
3177,"Kidapawan City Health Office 
Primary",(064),chokidapawan2020@gmail.com,QUEZON BOULEVARD,KIDAPAWAN,31/12/2026,G,"Jocelyn Etulle-Encienzo, Md",REGION XII,NORTH COTABATO
3179,"Kidapawan Doctors Hospital, Inc.",064-577-4480,kidapawandoctors@yahoo.com,"NINOY AQUINO ROAD, LANAO, KIDAPAWAN 
CITY",KIDAPAWAN,31/12/2026,P,"Bryant T. Martinez, Rmt, Md, Fpso-
Hns",REGION XII,NORTH COTABATO
3180,"Kidapawan Medical Specialists 
Center,",064-577-4553,kmscihosp@gmail.com,SUDAPIN,KIDAPAWAN,31/12/2025,P,Dr. Lily Y. Mudanza,REGION XII,NORTH COTABATO
3182,"Madonna Medical Center, Inc.",064-572-6018,mghi1977@gmail.com,"QUEZON BLVD.,",KIDAPAWAN,31/12/2026,P,"Alfred D. Villarico, Md",REGION XII,NORTH COTABATO
3183,"Makilala Medical Specialists 
Hospital",064-572-2018,mmshi2007@yahoo.com,POBLACION 2,MAKILALA,31/12/2025,P,Dr. Gifford B. Abejo,REGION XII,NORTH COTABATO
3184,"Inc.Makilala Midway Hospital, Inc.",9231344096,mmhihumanresource@gmail.com,"NATIONAL HIGHWAY, POBLACION",MAKILALA,31/12/2025,P,"Franklin R. Singanon, Md",REGION XII,NORTH COTABATO
3185,"Midsayap Diagnostic Center And Hospital, Inc.",0064-521-1470,mdch03082000@gmail.com,"NATIONAL HIGHWAY, POBLACION 8",MIDSAYAP,31/12/2025,P,"Marietta F. Loria, Mba-
Ha,Fpcha",REGION XII,NORTH COTABATO
3186,Midsayap Rural Health Unit,(064),rhumidsayap@gmail.com,"BURGOS ST., POBLACION 3",MIDSAYAP,31/12/2025,G,"Rowelle H. Repollo, Md",REGION XII,NORTH COTABATO
3187,Midway Hospital,(064),midwayhospital@ymail.com,"OSMEÑA DRIVE, POBLACION",KIDAPAWAN,31/12/2025,P,"Theresa B. Go, Md",REGION XII,NORTH COTABATO
3189,Mlang District Hospital,(064),mlangdistrict@yahoo.com,"RIZAL STREET, POBLACION B",M'LANG,31/12/2026,G,"Jo Ann M. Pinto, Md",REGION XII,NORTH COTABATO
3191,"Mlang Polymedic Hospital, Inc.",(64),Mlangpolymedic_06@yahoo.com,J.P. LAUREL ST.,M'LANG,31/12/2025,P,"Ervin T. Castillo, Md",REGION XII,NORTH COTABATO
3194,"Rayray General Hospital, Inc.",(064),rayraygen2022@gmail.com,ZONE 3 BAGUER,LIBUNGAN,31/12/2027,P,"Angelo L. Linawagan, Md",REGION XII,NORTH COTABATO
3200,Rural Health Unit - M'Lang,(064),ruralhealthunit_mlang@yahoo.com,POBLACION B,M'LANG,31/12/2025,G,"Glecerio C. Sotea, Jr., Md",REGION XII,NORTH COTABATO
3204,Rural Health Unit Of Magpet,(064),magpetmunicipalhealthoffice@yah oo.com.ph,ALSON'S AVENUE POBLACION,MAGPIT,31/12/2025,G,"Dr. Dubhe A. Raz, Md",REGION XII,NORTH COTABATO
3205,Rural Health Unit Of Matalam,(064),rhumatalam2021@gmail.com,POBLACION,MATALAM,31/12/2025,G,"Rhemia G. Guianan, Md",REGION XII,NORTH COTABATO
3206,Rural Health Unit Of Pikit,(064),rhu.pikit@gmail.com,FORT PIKIT,PIKIT,31/12/2025,G,"Nor-Aysah S. Usop, Rmt, Md",REGION XII,NORTH COTABATO
3216,"Dr. Cornelio T. Martinez Sr. 
Memorial",(083),kdh_kiamba@yahoo.com,"DATU DANI STREET, POBLACION",KIAMBA,31/12/2025,G,"Gabriel D. Fernandez, Md.",REGION XII,SARANGANIHOSPITAL
3222,Rural Health Unit Of Alabel,(083),mhoalabel2015@gmail.com,"RAJAH BUAYAN DRIVE, POBLACION",ALABEL,31/12/2025,G,"Donna H. Labaniego, Md",REGION XII,SARANGANIHOSPITAL
3224,Sarangani Provincial Hospital,(083),sph.sarangani@gmail.com,CAPITOL COMPLEX,ALABEL,31/12/2025,G,"Aileen M. Brion, Md",REGION XII,SARANGANIHOSPITAL
3225,"Sarangani Provincial Hospital - 
Glan",(083),gmch2009@yahoo.com,"D. CANIA ST., POBLACION",GLAN,31/12/2025,G,Dr. Eden Rose P. Malanao,REGION XII,SARANGANIHOSPITAL
3226,"Sarangani Provincial Hospital - 
Maasim",(083),maaasimmunicipalhospital@gmail. com,"ST. LOUIE ST., POBLACION",MAASIM,31/12/2025,G,"Rosalie D. Sobretodo,Md",REGION XII,SARANGANIHOSPITAL
3227,"Sarangani Provincial Hospital -
Maitum",(083),maitum.hospital@gmail.com,"NATIONAL HIGHWAY,  PUROK
LIWLIWA, BRGY. MALALAG,",MAITUM,31/12/2025,G,"Helen Grace P. Abando, Md",REGION XII,SARANGANIHOSPITAL
3228,"Sarangani Provincial Hospital -
Malungon",(083),sphmalungon@gmail.com,"PUROK MALIWANAG, POBLACION",MALUNGON,31/12/2025,G,"Allen Geoffrey G. Española,
Md",REGION XII,SARANGANIHOSPITAL
3229,"St. Elizabeth Hospital Alabel 
Satellite",(083),contact@sehi.ph,"PUROK MAUSWAGON, BRGY.
BAGACAY",ALABEL,31/12/2025,P,"Phillips Leo D. Arias, Md",REGION XII,SARANGANIHOSPITAL
3230,"Clinictiburcio B. Aquino Memorial 
Hospital",(083),tbamh2002@yahoo.com.ph,"BIALONG, NATIONAL HIGHWAY",KIAMBA,31/12/2025,P,"Mark Ian  L. Angus, Md",REGION XII,SARANGANIHOSPITAL
3231,"Allah Valley Medical Specialists 
Center,",(083),avmsci@yahoo.com,"GENERAL SANTOS DRIVE,",KORONADAL,31/12/2025,P,"Jude Ii D. Dabalus, Md.",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3232,Inc.Apopong Rural Health Unit,(083),"apopongrhubirthinghome@gmail.c
om","PUROK 7, NEW SOCIETY, APOPONG",GENERAL SANTOS CITY,31/12/2025,G,"Jose A. Guerrero Iii, Rn, Md,
Mph",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3233,"Bagong Polomolok Municipal 
Health Office Primary Care 
Facility",(083),phicmho.polomolok@gmail.com,"PIONEER AVENUE, POBLACION",POLOMOLOK,31/12/2025,G,"Mary Grace D. Salmorin, Md.",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3234,Baluan Rural Health Unit,(083),"baluanrhu.birthinghome@gmail.co
m","PUROK TAHIMIK, BALUAN",GENERAL SANTOS CITY,31/12/2025,G,"Roland Jay F. Basmillo, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3236,Bula Rural Health Unit,(083),rhubula21@gmail.com,"ZONE 5, BULA",GENERAL SANTOS CITY,31/12/2025,G,"Joy Camille R. Babasa, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3237,Calumpang Rural Health Unit,(083),calumpangrhu@gmail.com,CALUMPANG,GENERAL SANTOS CITY,31/12/2025,G,"Cristina L. De La Peña, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3238,Cho-Koronadal,(083),chokoronadal@yahoo.com,"BONIFACIO ST. ALUNAN AVENUE BRGY.
ZONE IV",KORONADAL,31/12/2025,G,"Vincent L. Ende, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3239,"Clinica Luntao, Inc.",(083),deblfchospital@yahoo.com,"NATIONAL HIGHWAY, POBLACION",STO NINO,31/12/2025,P,"Ervin B. Luntao, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3240,Conel Rural Health Unit,554-1447,conelrhu@gmail.com,"PUROK 3,  BRGY. CONEL",GENERAL SANTOS CITY,31/12/2025,G,"Ecila Rio L. Orgada, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3242,Dantom Doctors Hospital,(083),"dantomdoctors.hospital@gmail.co
m","443-C RIZAL, POBLACION",BANGA,31/12/2025,P,"Cecilia T. Diaz, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3243,Dei-Coda Clinic,(02),deicodahealth@gmail.com,"KIBANG, NED",LAKE SEBU,31/12/2025,P,"Jocelyn P. Bayquin, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3244,Dole Cannery Dispensary,(083),Dolefil_Human_Resources@doleint l.com,"CANNERY ROAD, CANNERY SITE",POLOMOLOK,31/12/2025,P,"Michael T. Du, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3245,"Dr. Arturo P. Pingoy Medical 
Center",(083),dchikoronadal@gmail.com,"GENERAL SANTOS DRIVE, ZONE IV,",KORONADAL,31/12/2025,P,"Nanette P. Franco, Md. Fparm.,
Mshsm",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3246,"Dr. Edgardo R. Sandig Medical 
Clinic",(083),sandigmedicalclinic@gmail.com,UPPER BALMORES BRGY ZONE II,KORONADAL,31/12/2025,P,"Edgardo R. Sandig, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3248,Dr. Jorge P. Royeca City Hospital,(083),djprch@gensantos.gov.ph,"E. FERNANDEZ ST., LAGAO",GENERAL SANTOS CITY,31/12/2025,G,"Ryan Oscar M. Aplicador, Md.",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3249,Fatima Rural Health Unit,(083),fatimarhugensan@gmail.com,"PUROK 18, FATIMA",GENERAL SANTOS CITY,31/12/2025,G,"Karl Ivan Daryld. Igrobay, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3251,"General Santos Doctors Hospital, Inc.",(083)-250-2777,admin@gsdh.com.ph,"NATIONAL HIGHWAY, BRGY. CITY
HEIGHTS",GENERAL SANTOS CITY,31/12/2025,P,Dr. Daniel Go Yap,REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3252,Gensan Diagnostic Laboratory,(083),joyacosta714@yahoo.com,SUITE 117 G/F PLAZA NOVA BLDG SANTIAGO BLVD.,GENERAL SANTOS CITY,31/12/2025,P,"Alvin S. Salazar, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3253,Gensan Medical Center,(083),contactus@gensanmed.com,"PUROK VETERANS, NATIONAL
HIGHWAY, BRGY. CALUMPANG",GENERAL SANTOS CITY,31/12/2025,P,"Benjamin A. Suedad, Jr, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3254,"Howard Hubbard Memorial 
Hospital",(083),compliance@mmhi.ph,BRGY. CANNERY SITE,POLOMOLOK,31/12/2025,P,"Ronaldo G. Veneracion, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3256,"Januaria Marcial Memorial 
Hospital",(083),jmmh_banga@yahoo.com,BARANGAY YANGCO,BANGA,31/12/2025,P,"Lourdes L. Alcayde, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3257,Labangal Rural Health Unit,(083),labangalrhu@yahoo.com,"PUROK BAGONG SILANG, LABANGAL",GENERAL SANTOS CITY,31/12/2025,G,"Corazon Gloria S. Rodaje, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3258,"Labella Hospital, Inc",(083),hospital_labella@yahoo.com,"1ST ROAD, CALUMPANG",GENERAL SANTOS CITY,31/12/2025,P,"Ana Bella L. Abella, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3261,"Complex (Gono Mulung)Lariosa Clinic And Hospital, Inc",(083),admn.lariosa@gmail.com,"DIEGO SILANG ST., LIBERTAD, ZONE 1",SURALLAH,31/12/2025,P,"Nicasio Alejandro C. Arjona,
Jr.,Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3262,Life Care Diagnostic Laboratory,(083),lifecareofficial.2021@gmail.com,"LV BUILDING, ALUNAN AVENUE BRGY
ZONE III",KORONADAL,31/12/2025,P,"Dorothy Joyse V. Pama, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3263,Medzone Diagnostic Center,(083),medzone_dc@yahoo.com,"G/F DELING'S BLDG., J. CATOLICO SR.
AVE. LAGAO",GENERAL SANTOS CITY,31/12/2025,P,"Duane Richard D. Ymbong, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3264,"Mindanao Medical Center, Inc",(083),mindanao_med@yahoo.com,"CANNERY ROAD, BRGY. CITY  HEIGHTS",GENERAL SANTOS CITY,31/12/2025,P,"Ester Lanelle G. Alon, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3265,"Municipal Health Office Of 
Norala",(083),mesunorala@gmail.com,"POBLACION NORALA, SOUTH
COTABATO",NORALA,31/12/2025,G,"Lanelita L. Amido, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3267,Norala District Hospital,(083),noraladist@gmail.com,"M. ROXAS ST.,  CORNER BOSTON ST.,
POBLACION",NORALA,31/12/2025,G,"Mila G. Quinton, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3268,Polomolok General Hospital,(083),polgenhos2024@gmail.com,"NATIONAL HIGHWAY, BRGY.
PAGALUNGAN",POLOMOLOK,31/12/2025,G,"Rosemarie S. Jesswani, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3269,Polomolok Municipal Hospital,(083),pmh_922@yahoo.com,"PUROK MALIGAYA 1, BARANGAY
PAGALUNGAN,",POLOMOLOK,31/12/2025,G,Dr. Graciano P. Vencer,REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3270,"R.O. Diagan Cooperative 
Hospital",(083),ro_diagan0504@yahoo.com,"#015 ALBANO ST. COR. QUEZON AVE.
DADIANGAS NORTH",GENERAL SANTOS CITY,31/12/2026,P,"Renato G. Diagan, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3271,"Regional Medical And Dental 
Unit 12",(083),rhs12tambler@yahoo.com,CAMP FERMIN G. LIRA JR.,GENERAL SANTOS CITY,31/12/2025,G,Patnuharda S. Ben-Abo,REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3272,Rhu - Sto. Niño,(083),mesu_snsc@yahoo.com,PUROK LAPU-LAPU VILLAGE,STO NINO,31/12/2025,G,"Evelyn E. Diosana, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3273,"Rhu Tantangan Primary Health 
Care",(083),rhutantangan@yahoo.com,PUROK MAHARLIKA POBLACION,TANTANGAN,31/12/2025,G,"Renato V. Ureta, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3275,Rural Health Unit Of Surallah,(083),neiltcrespo@gmail.com,"JP LAUREL ST., BRGY. LIBERTAD",SURALLAH,31/12/2025,G,Neil T. Crespo,REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3276,Rural Health Unit- Tampakan,(083),tampakantbdots@yahoo.com,PINES AVENUE BRGY POBLACION,TAMPAKAN,31/12/2027,G,"Gillian Joy P. Tedera, Rn, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3277,Rural Health Unit Tboli,(083),healthtboli@gmail.com,POBLACION,T'BOLI,31/12/2025,G,"Joel A. Arcega, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3278,Rural Health Unit-Tupi,(038),tupirhu@yahoo.com,"PUROK 8, POBLACION",TUPI,31/12/2025,G,"Lester C. Claveria, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3281,San Isidro Rural Health Unit,(083),sanisidrorhu01@gmail.com,"BRGY. SAN ISIDRO HALL COMPOUND,
PRK. MALIPAYON",GENERAL SANTOS CITY,31/12/2025,G,"Chivalrie Styvn S. Yumang, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3283,Center Inc.Soccsksargen General Hospital,(083),officeofthemccsgh@gmail.com,"CROSSING CURVA, BARANGAY DAJAY",SURALLAH,31/12/2025,G,"Leila F. Quidilla, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3284,Socomedics Medical Center,(083),"socomedicsmedicalcenter@gmail.c
om","JUDGE ALBA STREET, BRGY. ZONE III",KORONADAL,31/12/2025,P,"Emily L. Rivera, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3285,Socsargen County Hospital,(083),sch.mdo.dept@gmail.com,"BULA-LAGAO ROAD COR. ARRADAZA
ST.,",GENERAL SANTOS CITY,31/12/2025,P,"Romeo D. Pastor, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3286,"South Cotabato Provincial 
Hospital",(083),scph69@gmail.com,AGUINALDO STREET,KORONADAL,31/12/2025,G,"Marilyn S. Abantao, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3287,"St. Elizabeth Hospital, Inc.",(083),contact@sehi.ph,NATIONAL HIGHWAY,GENERAL SANTOS CITY,31/12/2025,P,"Maria Helena V. Garcia, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3288,Surallah Community Hospital,(083),surcomhospital@gmail.com,"674 ROSAL ST., BRGY. LIBERTAD",SURALLAH,31/12/2025,P,Dr. Judel D. Javelosa,REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3290,Markman Tech Opctambler Rural Health Unit,(083),rhutambler2020@gmail.com,TAMBLER,GENERAL SANTOS CITY,31/12/2025,G,"Salma A. Sumndad-
Dimalotang, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3291,Tampakan General Hospital,(083),tampakangeneralhospital2024@g mail.com,PRK UPPER SAN ISIDRO 1,TAMPAKAN,31/12/2025,G,"Joanne Rosaire C. Liboon, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3292,Tibud Sa Katibawasan Mpc,(083),tibud@tibudskmpc.com,PUROK RAÑADA,POLOMOLOK,31/12/2025,P,"Edwin D. Dipus, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3294,"Unified Engineering Workers 
Multi",(083),pharma_uewmpc@unifiedengineer ing.org.ph,"PUROK SAN MIGUEL, POBLACION",POLOMOLOK,31/12/2025,P,"Arnel L. De Leon, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3295,Purpose Cooperativevitalab Healthcare Inc,(083),vitalab_healthcare@yahoo.com,"UNIT 5, 6, 7 VALLEY HIGH NATIONAL
HIGHWAY",GENERAL SANTOS CITY,31/12/2025,P,"Cherry P. Magbanua, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3296,West Rural Health Unit,(083),westrhu@gmail.com,"PENDATUN AVENUE, BRGY. HALL 
COMPOUND, BRGY. DADIANGAS WEST",GENERAL SANTOS CITY,31/12/2025,G,"Paul Christopher G. Ramos, Md",REGION XII,"SOUTH COTABATOFOUNDATION, INC."
3298,Bagumbayan Infirmary,(064),infirmarybagumbayan@gmail.com,"PUROK LAUREL, POBLACION",BAGUMBAYAN,31/12/2025,G,"Rex L. Tranquillero, Md",REGION XII,SULTAN KUDARAT
3299,"Castillon-Gaurana General 
Hospital",(064),cgghlebak@gmail.com,"RIZAL AVENUE, POBLACION 1",LEBAK,31/12/2025,P,"Joycelyn C. Gaurana, Md",REGION XII,SULTAN KUDARAT
3301,"Dr. Domingo B. Tamondong Memorial Hospital & College Foundation, Inc.",(064),ala_tmch@yahoo.com,"PUROK LIWAYWAY, ALA, ESPERANZA, SULTAN 
KUDARAT",ESPERANZA,31/12/2025,P,"Jose B. Alcayde, Md",REGION XII,SULTAN KUDARAT
3306,"Holy Nazarene Clinic And 
Hospital",(064),holynazareneclinicandhospital@gm ail.com,NATIONAL HIGHWAY KALAWAG II,ISULAN,31/12/2025,P,"Susie M. Figuracion, Md",REGION XII,SULTAN KUDARAT
3310,Lebak Family Doctors' Hospital,(064),lfdh2017@gmail.com,"BONIFACIO STREET, POBLACION 2",LEBAK,31/12/2025,P,"Sharon C. Ang, Md",REGION XII,SULTAN KUDARAT
3311,Lebak-Rhu,(064),rhulebak03614@gmail.com,"PUROK NARRA, POBLACION 1",LEBAK,31/12/2025,G,"Amalio A. Castillon, Md.",REGION XII,SULTAN KUDARAT
3312,Lu Clinic And Hospital,(064),luclinicandhospital28@yahoo.com,NATIONAL HIGHWAY,TACURONG,31/12/2025,P,"James G. Lu, Md",REGION XII,SULTAN KUDARAT
3315,"Quijano Clinic And Hospital
Incorporated",(064)200-4177,quijano_1968@yahoo.com,"NATIONAL HIGHWAY, BUENAFLOR",TACURONG,31/12/2025,P,Dr. Yvonne Q. Barroquillo,REGION XII,SULTAN KUDARAT
3317,Rhu Lutayan,(083),lutayan_rhu@yahoo.com,BRGY. TAMNAG (POBLACION),LUTAYAN,31/12/2025,G,"Wiljun O. Pangarintao, Md",REGION XII,SULTAN KUDARAT
3319,"Romualdez-Katiku Community 
Hospital",(064)543-0716,romualdezkatikucommunityhospita l@yahoo.com,"PUROK KAUNLARAN, ROMUALDEZ,",PRES. QUIRINO,31/12/2025,P,Dr. Perfecto C. Bautista Ii,REGION XII,SULTAN KUDARAT
3321,Rural Health Unit Of,064-204-6113,rhukalamansig@yahoo.com,POBLACION,KALAMANSIG,31/12/2026,G,"Marife C. Aruta, Md.",REGION XII,SULTAN KUDARAT
3325,"Of Lambayongsandig Medical Clinic And 
Hospital",(064),sandighospital1992@yahoo.com,"5 LEDESMA ST., POBLACION",TACURONG,31/12/2025,P,"Marilie C. Lechonsito, Md",REGION XII,SULTAN KUDARAT
3328,St. Louis Hospital,(064)4770171,"stlouishospitaltacurong@gmail.co
m","PUROK YELLOWBELL, BRGY., NEW
ISABELA",TACURONG,31/12/2025,P,Dr. Thelma S. Valdez,REGION XII,SULTAN KUDARAT
3329,"Sultan Kudarat District 
Hospital",(064),skdhlebak@gmail.com,"SITIO MASUROT, KINUDALAN",LEBAK,31/12/2025,G,"Henry L. Lastimoso, Md",REGION XII,SULTAN KUDARAT
3330,"Sultan Kudarat Doctors Hospital, Inc.",(064),skdoctorshosp@yahoo.com,"25 NATIONAL HIGHWAY, POBLACION",TACURONG,31/12/2025,P,"Soledad Tamondong Eugenio,
Md",REGION XII,SULTAN KUDARAT
3331,"Sultan Kudarat Medical 
Specialists",(064)200-3141,garingo_skmsci@yahoo.com,"ALUNAN HIGHWAY,",TACURONG,31/12/2025,P,Dr. Marlene G. Ferolino,REGION XII,SULTAN KUDARAT
3332,"Center, Inc.Sultan Kudarat Provincial 
Hospital",(064),skph12sulkud@yahoo.com,"NATIONAL HIGHWAY, KALAWAG II",ISULAN,31/12/2025,G,"Rex Archangel S. Lamprea, Md",REGION XII,SULTAN KUDARAT
3334,Tomboc-Salayog Hospital,(064),tombocsalayoghospital123@yahoo .com,"PUROK WAYA-WAYA, BRGY. SAN
EMMANUEL",TACURONG,31/12/2026,P,"Raquel T. Salayog, Md",REGION XII,SULTAN KUDARAT
3335,"Agusan Del Norte Provincial 
Hospital",085,adnph@yahoo.com,"VILLAGE II, LIBERTAD,",BUTUAN CITY,31/12/2027,G,"Hon. Ma. Angelica Rosedell M.
Amante",CARAGA REGION,AGUSAN DEL NORTE
3336,Ampayon Main Health Center,815,Ampayonekonsulta21@gmail.com,"PUROK 3B, BRGY. AMPAYON",BUTUAN CITY,31/12/2025,G,"Hon. Ronnie Vicente C.
Lagnada",CARAGA REGION,AGUSAN DEL NORTE
